09:24:06,129
09:24:12,144
09:24:18,128
09:24:24,130
09:24:30,134
09:24:37,129
09:24:43,126
09:24:49,124
09:24:55,127
09:25:01,126
09:25:07,125
09:25:19,131
09:25:25,132
09:25:31,135
09:25:37,130
09:25:43,127
09:25:50,132
09:25:55,132
09:26:02,130
09:26:07,129
09:26:14,138
09:26:20,132
09:26:26,138
09:26:32,131
09:26:38,128
09:26:44,128
09:26:50,130
09:26:57,134
09:27:03,132
09:27:09,129
09:27:15,127
09:27:27,127
09:27:33,125
09:27:39,125
09:27:45,126
09:27:51,126
09:27:57,125
09:28:03,127
09:28:10,128
09:28:16,125
09:28:22,130
09:28:28,131
09:28:34,127
09:28:40,139
09:28:46,146
09:28:53,128
09:29:05,124
09:29:11,127
09:29:17,126
09:29:29,127
09:29:35,125
09:29:41,128
09:29:47,668
09:29:53,286
09:29:59,290
09:30:05,298
09:30:11,314
09:30:17,307
09:30:23,306
09:30:29,301
09:30:35,297
09:30:42,304
09:30:48,298
09:30:54,289
09:31:00,274
09:31:06,263
09:31:12,278
09:31:18,269
09:31:24,247
09:31:30,242
09:31:36,257
09:31:42,247
09:31:48,245
09:31:55,239
09:32:00,238
09:32:13,224
09:32:19,223
09:32:25,221
09:32:31,216
09:32:37,216
09:32:43,219
09:32:49,212
09:32:55,213
09:33:01,218
09:33:07,212
09:33:13,215
09:33:19,212
09:33:25,210
09:33:31,213
09:33:38,208
09:33:44,225
09:33:50,209
09:33:56,213
09:34:02,207
09:34:08,211
09:34:14,204
09:34:20,209
09:34:26,204
09:34:32,209
09:34:38,204
09:34:44,209
09:34:50,204
09:34:56,211
09:35:02,205
09:35:08,212
09:35:21,208
09:35:27,207
09:35:33,208
09:35:39,208
09:35:45,207
09:35:51,212
09:35:57,206
09:36:03,212
09:36:09,215
09:36:15,220
09:36:21,211
09:36:27,205
09:36:33,208
09:36:39,206
09:36:46,209
09:36:51,209
09:36:58,206
09:37:03,211
09:37:10,208
09:37:16,212
09:37:22,207
09:37:28,211
09:37:34,209
09:37:40,208
09:37:46,211
09:37:52,204
09:37:58,212
09:38:04,208
09:38:16,213
09:38:22,121
09:38:28,122
09:38:34,122
09:38:46,132
09:38:52,119
09:38:58,121
09:39:04,119
09:39:10,120
09:39:16,122
09:39:22,120
09:39:28,121
09:39:35,121
09:39:41,121
09:39:47,122
09:39:53,121
09:39:59,120
09:40:05,120
09:40:11,121
09:40:17,121
09:40:23,120
09:40:29,121
09:40:36,130
09:40:41,124
09:40:54,124
09:41:00,124
09:41:06,130
09:41:12,124
09:41:18,124
09:41:24,124
09:41:30,123
09:41:36,124
09:41:43,124
09:41:49,124
09:41:55,124
09:42:01,124
09:42:07,124
09:42:13,124
09:42:19,127
09:42:25,124
09:42:31,122
09:42:37,124
09:42:43,123
09:42:49,122
09:42:56,124
09:43:02,124
09:43:08,126
09:43:14,135
09:43:20,138
09:43:26,129
09:43:32,127
09:43:38,124
09:43:44,124
09:43:51,124
09:43:57,124
09:44:03,124
09:44:09,124
09:44:15,124
09:44:21,125
09:44:27,125
09:44:33,128
09:44:39,127
09:44:45,125
09:44:51,128
09:45:01,133
09:45:03,124
09:45:10,124
09:45:16,124
09:45:22,122
09:45:34,124
09:45:40,123
09:45:46,135
09:45:52,125
09:45:59,123
09:46:04,124
09:46:17,124
09:46:23,124
09:46:29,124
09:46:35,123
09:46:41,124
09:46:47,124
09:46:53,124
09:46:59,124
09:47:05,125
09:47:11,124
09:47:17,124
09:47:29,124
09:47:35,124
09:47:41,123
09:47:47,124
09:47:53,126
09:47:59,124
09:48:12,137
09:48:18,138
09:48:24,128
09:48:30,125
09:48:36,290
09:48:42,289
09:48:48,295
09:48:54,297
09:49:01,292
09:49:06,289
09:49:13,291
09:49:19,289
09:49:25,283
09:49:31,280
09:49:37,273
09:49:43,265
09:49:49,262
09:49:55,256
09:50:01,251
09:50:07,246
09:50:20,236
09:50:26,230
09:50:32,233
09:50:38,229
09:50:44,240
09:50:50,238
09:51:02,218
09:51:08,216
09:51:14,217
09:51:20,219
09:51:26,218
09:51:32,211
09:51:45,215
09:51:51,211
09:51:57,217
09:52:03,209
09:52:09,213
09:52:15,215
09:52:21,209
09:52:27,213
09:52:39,215
09:52:46,217
09:52:52,208
09:52:58,210
09:53:04,216
09:53:10,207
09:53:16,229
09:53:22,211
09:53:28,209
09:53:34,217
09:53:41,211
09:53:47,217
09:53:53,216
09:53:59,215
09:54:05,221
09:54:11,210
09:54:17,210
09:54:24,216
09:54:30,210
09:54:36,221
09:54:42,217
09:54:48,212
09:55:00,213
09:55:06,231
09:55:12,227
09:55:18,212
09:55:24,217
09:55:30,212
09:55:36,215
09:55:42,218
09:55:48,211
09:55:54,213
09:56:01,235
09:56:07,218
09:56:13,213
09:56:25,219
09:56:31,219
09:56:37,218
09:56:44,216
09:56:50,215
09:56:56,156
09:57:02,124
09:57:08,125
09:57:14,124
09:57:20,124
09:57:26,125
09:57:32,125
09:57:38,124
09:57:44,125
09:57:50,126
09:57:56,124
09:58:02,124
09:58:09,125
09:58:15,126
09:58:21,124
09:58:27,125
09:58:33,128
09:58:45,125
09:58:51,131
09:58:57,124
09:59:04,137
09:59:10,141
09:59:16,126
09:59:22,125
09:59:28,130
09:59:34,127
09:59:40,129
09:59:46,124
09:59:52,126
09:59:58,126
10:00:04,125
10:00:10,127
10:00:23,126
10:00:29,127
10:00:35,124
10:00:41,126
10:00:47,124
10:00:53,127
10:00:59,124
10:01:05,124
10:01:11,129
10:01:17,124
10:01:24,124
10:01:29,124
10:01:36,124
10:01:42,125
10:01:48,125
10:01:54,125
10:02:00,127
10:02:06,124
10:02:12,124
10:02:19,124
10:02:25,128
10:02:31,132
10:02:37,125
10:02:43,126
10:02:49,135
10:02:55,135
10:03:01,126
10:03:07,127
10:03:13,138
10:03:19,141
10:03:25,126
10:03:31,126
10:03:38,127
10:03:44,127
10:03:50,125
10:03:56,127
10:04:02,127
10:04:08,124
10:04:14,125
10:04:20,126
10:04:26,125
10:04:33,135
10:04:39,127
10:04:45,126
10:04:51,127
10:04:57,126
10:05:03,126
10:05:09,125
10:05:15,131
10:05:21,125
10:05:27,124
10:05:33,124
10:05:39,124
10:05:46,135
10:05:52,141
10:05:58,123
10:06:04,124
10:06:10,127
10:06:16,124
10:06:22,124
10:06:28,125
10:06:34,126
10:06:40,126
10:06:46,127
10:06:52,124
10:06:58,124
10:07:04,124
10:07:10,125
10:07:16,124
10:07:22,125
10:07:28,125
10:07:35,284
10:07:41,290
10:07:47,289
10:07:53,300
10:07:59,287
10:08:05,299
10:08:11,292
10:08:17,285
10:08:23,286
10:08:29,274
10:08:36,268
10:08:41,268
10:08:48,256
10:08:53,252
10:09:00,249
10:09:06,241
10:09:12,239
10:09:18,236
10:09:24,230
10:09:30,224
10:09:36,225
10:09:43,238
10:09:49,225
10:09:55,225
10:10:01,220
10:10:13,219
10:10:19,220
10:10:25,216
10:10:31,212
10:10:37,216
10:10:43,278
10:10:49,283
10:10:55,279
10:11:01,278
10:11:07,315
10:11:13,284
10:11:26,278
10:11:32,281
10:11:38,277
10:11:44,276
10:11:50,283
10:11:56,275
10:12:08,277
10:12:14,279
10:12:20,280
10:12:26,208
10:12:32,213
10:12:38,209
10:12:45,213
10:12:51,212
10:13:03,215
10:13:09,210
10:13:15,213
10:13:21,216
10:13:28,210
10:13:28,[]
10:13:34,215
10:13:38,[]
10:13:40,215
10:13:46,225
10:13:48,[]
10:13:58,[]
10:13:58,217
10:14:04,211
10:14:08,[]
10:14:10,217
10:14:16,218
10:14:18,[]
10:14:22,212
10:14:28,[]
10:14:28,215
10:14:35,218
10:14:38,[]
10:14:41,212
10:14:47,211
10:14:48,[]
10:14:53,228
10:14:58,[]
10:14:59,216
10:15:05,211
10:15:08,[]
10:15:11,215
10:15:17,219
10:15:18,[]
10:15:23,210
10:15:28,[]
10:15:35,216
10:15:38,[]
10:15:41,212
10:15:47,217
10:15:48,[]
10:15:53,213
10:15:58,[]
10:16:06,124
10:16:08,[]
10:16:12,125
10:16:18,136
10:16:18,[]
10:16:24,125
10:16:28,[]
10:16:30,125
10:16:36,124
10:16:38,[]
10:16:42,131
10:16:48,[]
10:16:48,124
10:16:54,124
10:16:58,[]
10:17:00,130
10:17:06,124
10:17:08,[]
10:17:12,124
10:17:18,[]
10:17:18,129
10:17:25,124
10:17:28,[]
10:17:31,124
10:17:38,[]
10:17:43,124
10:17:48,[]
10:17:49,124
10:17:55,122
10:17:58,[]
10:18:01,124
10:18:07,124
10:18:08,[]
10:18:13,123
10:18:18,[]
10:18:25,122
10:18:28,[]
10:18:32,124
10:18:38,125
10:18:38,[]
10:18:44,124
10:18:48,[]
10:18:50,136
10:18:56,124
10:18:58,[]
10:19:08,[]
10:19:08,124
10:19:14,124
10:19:18,[]
10:19:20,125
10:19:26,124
10:19:28,[]
10:19:32,124
10:19:38,[]
10:19:38,128
10:19:45,124
10:19:48,[]
10:19:51,126
10:19:58,[]
10:20:03,125
10:20:08,[]
10:20:09,127
10:20:15,126
10:20:18,[]
10:20:21,127
10:20:27,124
10:20:28,[]
10:20:33,124
10:20:38,[]
10:20:45,124
10:20:48,[]
10:20:52,126
10:20:58,124
10:20:58,[]
10:21:04,124
10:21:08,[]
10:21:10,130
10:21:16,137
10:21:18,[]
10:21:22,136
10:21:28,[]
10:21:28,131
10:21:34,124
10:21:38,[]
10:21:40,123
10:21:46,125
10:21:48,[]
10:21:52,125
10:21:58,[]
10:21:58,126
10:22:04,124
10:22:08,[]
10:22:10,125
10:22:17,127
10:22:18,[]
10:22:22,124
10:22:28,[]
10:22:29,126
10:22:35,124
10:22:38,[]
10:22:41,124
10:22:47,124
10:22:48,[]
10:22:53,124
10:22:58,[]
10:22:59,124
10:23:05,124
10:23:08,[]
10:23:11,124
10:23:17,124
10:23:18,[]
10:23:23,124
10:23:28,[]
10:23:29,124
10:23:35,124
10:23:38,[]
10:23:42,124
10:23:48,136
10:23:48,[]
10:23:58,[]
10:24:00,122
10:24:06,123
10:24:08,[]
10:24:12,120
10:24:18,[]
10:24:18,120
10:24:24,120
10:24:28,[]
10:24:30,120
10:24:36,121
10:24:38,[]
10:24:42,120
10:24:48,[]
10:24:48,124
10:24:55,121
10:24:58,[]
10:25:01,121
10:25:07,121
10:25:08,[]
10:25:13,120
10:25:18,[]
10:25:25,124
10:25:28,[]
10:25:31,124
10:25:37,124
10:25:38,[]
10:25:43,125
10:25:48,[]
10:25:49,123
10:25:55,124
10:25:58,[]
10:26:07,124
10:26:08,[]
10:26:14,123
10:26:18,[]
10:26:20,135
10:26:26,124
10:26:28,[]
10:26:32,295
10:26:38,[]
10:26:38,287
10:26:48,[]
10:26:50,292
10:26:56,296
10:26:58,[]
10:27:02,299
10:27:08,[]
10:27:08,290
10:27:14,288
10:27:18,[]
10:27:20,285
10:27:27,280
10:27:28,[]
10:27:33,277
10:27:38,[]
10:27:45,264
10:27:48,[]
10:27:51,253
10:27:57,250
10:27:58,[]
10:28:03,241
10:28:08,[]
10:28:09,235
10:28:16,238
10:28:18,[]
