2012-07-27T00:00:02,120
2012-07-27T00:00:08,120
2012-07-27T00:00:14,128
2012-07-27T00:00:20,119
2012-07-27T00:00:26,120
2012-07-27T00:00:39,120
2012-07-27T00:00:45,121
2012-07-27T00:00:51,120
2012-07-27T00:00:57,121
2012-07-27T00:01:03,119
2012-07-27T00:01:09,120
2012-07-27T00:01:15,120
2012-07-27T00:01:21,119
2012-07-27T00:01:27,120
2012-07-27T00:01:33,120
2012-07-27T00:01:40,119
2012-07-27T00:01:45,120
2012-07-27T00:01:52,120
2012-07-27T00:01:58,120
2012-07-27T00:02:04,119
2012-07-27T00:02:10,119
2012-07-27T00:02:16,120
2012-07-27T00:02:22,119
2012-07-27T00:02:28,118
2012-07-27T00:02:34,119
2012-07-27T00:02:46,119
2012-07-27T00:02:59,124
2012-07-27T00:03:05,127
2012-07-27T00:03:11,120
2012-07-27T00:03:17,120
2012-07-27T00:03:23,120
2012-07-27T00:03:29,119
2012-07-27T00:03:35,119
2012-07-27T00:03:41,119
2012-07-27T00:03:47,119
2012-07-27T00:03:53,119
2012-07-27T00:04:00,119
2012-07-27T00:04:05,120
2012-07-27T00:04:12,98
2012-07-27T00:04:18,98
2012-07-27T00:04:24,98
2012-07-27T00:04:30,88
2012-07-27T00:04:36,87
2012-07-27T00:04:42,87
2012-07-27T00:04:48,87
2012-07-27T00:04:54,88
2012-07-27T00:05:00,87
2012-07-27T00:05:06,88
2012-07-27T00:05:12,87
2012-07-27T00:05:18,87
2012-07-27T00:05:24,87
2012-07-27T00:05:30,87
2012-07-27T00:05:36,87
2012-07-27T00:05:43,88
2012-07-27T00:05:55,88
2012-07-27T00:06:01,88
2012-07-27T00:06:07,88
2012-07-27T00:06:13,88
2012-07-27T00:06:19,88
2012-07-27T00:06:25,88
2012-07-27T00:06:31,86
2012-07-27T00:06:37,88
2012-07-27T00:06:43,88
2012-07-27T00:06:49,86
2012-07-27T00:06:55,88
2012-07-27T00:07:08,87
2012-07-27T00:07:14,88
2012-07-27T00:07:20,87
2012-07-27T00:07:26,88
2012-07-27T00:07:32,88
2012-07-27T00:07:38,88
2012-07-27T00:07:44,87
2012-07-27T00:07:50,87
2012-07-27T00:07:56,88
2012-07-27T00:08:02,99
2012-07-27T00:08:08,96
2012-07-27T00:08:14,84
2012-07-27T00:08:20,86
2012-07-27T00:08:27,86
2012-07-27T00:08:32,86
2012-07-27T00:08:39,86
2012-07-27T00:08:45,86
2012-07-27T00:08:51,86
2012-07-27T00:08:57,86
2012-07-27T00:09:03,84
2012-07-27T00:09:09,84
2012-07-27T00:09:15,86
2012-07-27T00:09:21,83
2012-07-27T00:09:27,86
2012-07-27T00:09:40,84
2012-07-27T00:09:46,84
2012-07-27T00:09:52,86
2012-07-27T00:09:58,83
2012-07-27T00:10:04,87
2012-07-27T00:10:10,86
2012-07-27T00:10:16,84
2012-07-27T00:10:22,86
2012-07-27T00:10:28,84
2012-07-27T00:10:34,83
2012-07-27T00:10:40,84
2012-07-27T00:10:46,84
2012-07-27T00:10:52,84
2012-07-27T00:10:59,87
2012-07-27T00:11:05,86
2012-07-27T00:11:11,86
2012-07-27T00:11:17,86
2012-07-27T00:11:23,87
2012-07-27T00:11:29,86
2012-07-27T00:11:35,86
2012-07-27T00:11:48,86
2012-07-27T00:12:00,86
2012-07-27T00:12:06,86
2012-07-27T00:12:12,87
2012-07-27T00:12:18,87
2012-07-27T00:12:30,86
2012-07-27T00:12:36,86
2012-07-27T00:12:42,86
2012-07-27T00:12:48,84
2012-07-27T00:12:55,86
2012-07-27T00:13:01,87
2012-07-27T00:13:07,86
2012-07-27T00:13:13,87
2012-07-27T00:13:19,86
2012-07-27T00:13:22,[]
2012-07-27T00:13:25,84
2012-07-27T00:13:31,86
2012-07-27T00:13:32,[]
2012-07-27T00:13:42,[]
2012-07-27T00:13:43,86
2012-07-27T00:13:50,86
2012-07-27T00:13:52,[]
2012-07-27T00:13:56,86
2012-07-27T00:14:02,87
2012-07-27T00:14:02,[]
2012-07-27T00:14:08,86
2012-07-27T00:14:12,[]
2012-07-27T00:14:14,87
2012-07-27T00:14:20,87
2012-07-27T00:14:22,[]
2012-07-27T00:14:26,86
2012-07-27T00:14:32,[]
2012-07-27T00:14:32,87
2012-07-27T00:14:38,86
2012-07-27T00:14:42,[]
2012-07-27T00:14:44,87
2012-07-27T00:14:50,86
2012-07-27T00:14:52,[]
2012-07-27T00:14:56,86
2012-07-27T00:15:02,[]
2012-07-27T00:15:03,88
2012-07-27T00:15:09,87
2012-07-27T00:15:12,[]
2012-07-27T00:15:15,86
2012-07-27T00:15:21,87
2012-07-27T00:15:22,[]
2012-07-27T00:15:27,86
2012-07-27T00:15:32,[]
2012-07-27T00:15:33,84
2012-07-27T00:15:39,86
2012-07-27T00:15:42,[]
2012-07-27T00:15:51,86
2012-07-27T00:15:52,[]
2012-07-27T00:15:58,86
2012-07-27T00:16:02,[]
2012-07-27T00:16:03,86
2012-07-27T00:16:10,86
2012-07-27T00:16:12,[]
2012-07-27T00:16:16,86
2012-07-27T00:16:22,86
2012-07-27T00:16:22,[]
2012-07-27T00:16:28,86
2012-07-27T00:16:32,[]
2012-07-27T00:16:34,84
2012-07-27T00:16:40,86
2012-07-27T00:16:42,[]
2012-07-27T00:16:46,86
2012-07-27T00:16:52,[]
2012-07-27T00:16:52,86
2012-07-27T00:16:58,86
2012-07-27T00:17:02,[]
2012-07-27T00:17:04,87
2012-07-27T00:17:10,84
2012-07-27T00:17:12,[]
2012-07-27T00:17:16,84
2012-07-27T00:17:22,[]
2012-07-27T00:17:23,98
2012-07-27T00:17:29,96
2012-07-27T00:17:32,[]
2012-07-27T00:17:35,87
2012-07-27T00:17:41,87
2012-07-27T00:17:42,[]
2012-07-27T00:17:47,87
2012-07-27T00:17:52,[]
2012-07-27T00:17:53,88
2012-07-27T00:17:59,86
2012-07-27T00:18:02,[]
2012-07-27T00:18:05,87
2012-07-27T00:18:11,87
2012-07-27T00:18:12,[]
2012-07-27T00:18:17,86
2012-07-27T00:18:22,[]
2012-07-27T00:18:23,86
2012-07-27T00:18:32,[]
2012-07-27T00:18:35,86
2012-07-27T00:18:42,[]
2012-07-27T00:18:47,86
2012-07-27T00:18:52,[]
2012-07-27T00:18:54,87
2012-07-27T00:19:00,86
2012-07-27T00:19:02,[]
2012-07-27T00:19:06,86
2012-07-27T00:19:12,[]
2012-07-27T00:19:12,86
2012-07-27T00:19:18,86
2012-07-27T00:19:22,[]
2012-07-27T00:19:24,84
2012-07-27T00:19:30,86
2012-07-27T00:19:32,[]
2012-07-27T00:19:36,86
2012-07-27T00:19:42,[]
2012-07-27T00:19:43,88
2012-07-27T00:19:49,87
2012-07-27T00:19:52,[]
2012-07-27T00:19:55,86
2012-07-27T00:20:01,86
2012-07-27T00:20:02,[]
2012-07-27T00:20:07,86
2012-07-27T00:20:12,[]
2012-07-27T00:20:13,86
2012-07-27T00:20:19,84
2012-07-27T00:20:22,[]
2012-07-27T00:20:31,86
2012-07-27T00:20:32,[]
2012-07-27T00:20:38,86
2012-07-27T00:20:42,[]
2012-07-27T00:20:43,86
2012-07-27T00:20:50,86
2012-07-27T00:20:52,[]
2012-07-27T00:20:56,86
2012-07-27T00:21:02,87
2012-07-27T00:21:02,[]
2012-07-27T00:21:08,86
2012-07-27T00:21:12,[]
2012-07-27T00:21:14,84
2012-07-27T00:21:20,86
2012-07-27T00:21:22,[]
2012-07-27T00:21:26,86
2012-07-27T00:21:32,[]
2012-07-27T00:21:32,88
2012-07-27T00:21:39,87
2012-07-27T00:21:42,[]
2012-07-27T00:21:44,84
2012-07-27T00:21:51,87
2012-07-27T00:21:52,[]
2012-07-27T00:21:57,86
2012-07-27T00:22:02,[]
2012-07-27T00:22:03,87
2012-07-27T00:22:09,87
2012-07-27T00:22:12,[]
2012-07-27T00:22:15,86
2012-07-27T00:22:21,87
2012-07-27T00:22:22,[]
2012-07-27T00:22:27,86
2012-07-27T00:22:32,[]
2012-07-27T00:22:33,86
2012-07-27T00:22:39,86
2012-07-27T00:22:42,[]
2012-07-27T00:22:45,86
2012-07-27T00:22:51,84
2012-07-27T00:22:52,[]
2012-07-27T00:22:57,84
2012-07-27T00:23:02,[]
2012-07-27T00:23:03,84
2012-07-27T00:23:10,84
2012-07-27T00:23:12,[]
2012-07-27T00:23:16,84
2012-07-27T00:23:22,[]
2012-07-27T00:23:28,84
2012-07-27T00:23:32,[]
2012-07-27T00:23:40,86
2012-07-27T00:23:42,[]
2012-07-27T00:23:46,84
2012-07-27T00:23:52,[]
2012-07-27T00:23:52,87
2012-07-27T00:23:58,86
2012-07-27T00:24:02,[]
2012-07-27T00:24:04,84
2012-07-27T00:24:11,86
2012-07-27T00:24:12,[]
2012-07-27T00:24:17,86
2012-07-27T00:24:22,[]
2012-07-27T00:24:23,87
2012-07-27T00:24:29,86
2012-07-27T00:24:32,[]
2012-07-27T00:24:35,87
2012-07-27T00:24:41,86
2012-07-27T00:24:42,[]
2012-07-27T00:24:47,86
2012-07-27T00:24:52,[]
2012-07-27T00:24:53,86
2012-07-27T00:24:59,86
2012-07-27T00:25:02,[]
2012-07-27T00:25:05,86
2012-07-27T00:25:11,86
2012-07-27T00:25:12,[]
2012-07-27T00:25:17,86
2012-07-27T00:25:22,[]
2012-07-27T00:25:23,86
2012-07-27T00:25:29,86
2012-07-27T00:25:32,[]
2012-07-27T00:25:35,87
2012-07-27T00:25:42,86
2012-07-27T00:25:42,[]
2012-07-27T00:25:48,86
2012-07-27T00:25:52,[]
2012-07-27T00:26:00,86
2012-07-27T00:26:02,[]
2012-07-27T00:26:06,86
2012-07-27T00:26:12,[]
2012-07-27T00:26:12,86
2012-07-27T00:26:18,86
2012-07-27T00:26:22,[]
2012-07-27T00:26:24,86
2012-07-27T00:26:30,84
2012-07-27T00:26:32,[]
2012-07-27T00:26:36,86
2012-07-27T00:26:42,[]
2012-07-27T00:26:43,87
2012-07-27T00:26:49,86
2012-07-27T00:26:52,[]
2012-07-27T00:26:55,86
2012-07-27T00:27:01,86
2012-07-27T00:27:02,[]
2012-07-27T00:27:07,86
2012-07-27T00:27:12,[]
2012-07-27T00:27:13,83
2012-07-27T00:27:19,86
2012-07-27T00:27:22,[]
2012-07-27T00:27:25,84
2012-07-27T00:27:31,84
2012-07-27T00:27:32,[]
2012-07-27T00:27:37,86
2012-07-27T00:27:42,[]
2012-07-27T00:27:43,84
2012-07-27T00:27:50,87
2012-07-27T00:27:52,[]
2012-07-27T00:27:56,86
2012-07-27T00:28:02,[]
2012-07-27T00:28:08,86
2012-07-27T00:28:12,[]
2012-07-27T00:28:14,86
2012-07-27T00:28:20,86
2012-07-27T00:28:22,[]
2012-07-27T00:28:26,84
2012-07-27T00:28:32,[]
2012-07-27T00:28:32,88
2012-07-27T00:28:39,87
2012-07-27T00:28:42,[]
2012-07-27T00:28:45,87
2012-07-27T00:28:51,88
2012-07-27T00:28:52,[]
2012-07-27T00:28:57,87
2012-07-27T00:29:02,[]
2012-07-27T00:29:03,86
2012-07-27T00:29:09,86
2012-07-27T00:29:12,[]
2012-07-27T00:29:15,84
2012-07-27T00:29:21,86
2012-07-27T00:29:22,[]
2012-07-27T00:29:27,86
2012-07-27T00:29:32,[]
2012-07-27T00:29:33,86
2012-07-27T00:29:39,86
2012-07-27T00:29:42,[]
2012-07-27T00:29:46,86
2012-07-27T00:29:52,86
2012-07-27T00:29:52,[]
2012-07-27T00:29:58,86
2012-07-27T00:30:02,[]
2012-07-27T00:30:04,86
2012-07-27T00:30:10,86
2012-07-27T00:30:12,[]
2012-07-27T00:30:16,86
2012-07-27T00:30:22,[]
2012-07-27T00:30:22,86
2012-07-27T00:30:28,86
2012-07-27T00:30:32,[]
2012-07-27T00:30:40,84
2012-07-27T00:30:42,[]
2012-07-27T00:30:47,84
2012-07-27T00:30:52,[]
